query	target	pident	ug_alnlen	y_true
P39849	P80175	32	361	0
P40034	P45850	12.1	83	0
P40051	P12955	21.1	401	0
P48439	P27773	13.2	115	0
O05701	Q50539	14.1	210	0
P48825	P11498	13.4	238	0
P08954	P10687	13.7	167	0
P09029	P21264	26.2	337	0
P09144	P00395	10.5	429	0
P43490	P60174	10.6	194	0
P43567	P18485	10.9	326	0
P00459	Q9RFD6	33	260	0
P00557	P21803	9.7	268	0
Q02795	P11362	12.3	141	0
O43123	P56598	13.3	189	0
O43123	P21266	11.7	186	0
O43462	Q16513	9.6	300	0
O50580	P42419	19	251	0
Q09326	P39669	7.6	224	0
Q09472	Q12923	10	1492	0
Q10714	P24155	13	509	0
P08148	P14646	12.5	40	0
P08164	O59072	19.3	172	0
P08165	P09832	18.1	308	0
P08165	Q05756	16.2	308	0
P08178	P55881	16.2	296	0
P08202	P18293	9.8	249	0
P55217	P13254	36.8	385	0
P13009	P52873	13.6	248	0
P13129	O24146	33.7	527	0
P13298	P18163	9.1	162	0
P04425	P52873	9.7	257	0
P58329	P74881	7.8	296	0
P23495	Q55338	10.6	79	0
Q56320	P00175	6.5	194	0
P09933	P05164	43.5	683	0
P0A6K6	P15848	9.5	273	0
P0A6L4	Q9JZR4	26.5	287	0
P38230	P00331	23.8	311	0
Q46920	P48596	17.7	103	0
Q48907	Q9JZR4	9.8	192	0
